user_id,age,income,education,gender,marital_status,occupation
192,59,48785.39091234009,Primary,Female,Divorced,Service
193,36,42131.77727072462,High school,Female,Married,Technical
194,58,77573.98772530793,Master,Male,Divorced,Technical
195,33,37458.92712462174,PhD,Male,Married,Technical
196,29,29612.631708648576,Primary,Female,Married,Professional
197,56,41697.602408696795,PhD,Male,Divorced,Administrative
198,47,52321.048548317165,Bachelor,Male,Divorced,Sales
199,19,36832.0808724416,Bachelor,Male,Single,Sales
200,49,41682.15292681434,Bachelor,Female,Widowed,Professional
201,62,30861.662529141842,Bachelor,Male,Widowed,Sales
202,42,37290.866029497076,High school,Female,Single,Technical
203,42,55092.352107894214,PhD,Female,Divorced,Sales
204,21,63301.759077845905,PhD,Female,Divorced,Technical
205,36,55955.01216431868,Bachelor,Male,Widowed,Technical
206,21,64444.39463819475,Master,Male,Divorced,Service
207,60,48804.09649536351,Master,Female,Single,Sales
208,30,59672.64194113948,Primary,Male,Widowed,Professional
209,56,56070.0777625104,Master,Female,Married,Administrative
210,53,49680.75510717185,Master,Male,Single,Sales
211,40,13428.011607279797,Bachelor,Female,Married,Service
212,23,47514.34182985232,PhD,Female,Widowed,Professional
213,41,63835.32630584157,PhD,Female,Divorced,Technical
214,61,37917.66280442043,Bachelor,Male,Divorced,Administrative
215,50,77264.8803483871,Primary,Male,Divorced,Administrative
216,29,62398.69202635462,High school,Female,Single,Technical
217,58,72777.76538585968,Master,Male,Divorced,Sales
218,38,76451.79904790512,Master,Male,Married,Sales
219,28,18489.806099630114,Bachelor,Male,Married,Administrative
220,61,64359.68606283628,Bachelor,Male,Widowed,Administrative
221,55,53718.12901502574,Bachelor,Female,Married,Sales
222,46,67738.57750358916,High school,Female,Divorced,Technical
223,58,64677.79009757012,Bachelor,Male,Married,Service
224,20,41402.53358448841,Primary,Female,Single,Sales
225,45,35233.30900360634,High school,Male,Widowed,Service
226,37,35087.20469824664,PhD,Male,Divorced,Technical
227,43,52539.62146836726,Bachelor,Female,Widowed,Professional
228,41,36024.285845954175,PhD,Female,Single,Sales
229,64,35684.55258123319,Primary,Male,Widowed,Sales
230,38,40810.902136257995,Bachelor,Female,Married,Administrative
231,47,54897.13524923913,Master,Female,Married,Technical
232,21,37976.45757135881,Bachelor,Female,Divorced,Sales
233,53,65728.19535707649,High school,Male,Divorced,Sales
234,57,38276.32216712333,Primary,Male,Single,Technical
235,27,70512.25188990361,Bachelor,Female,Divorced,Service
236,27,34678.61004980667,Bachelor,Female,Single,Professional
237,59,46986.288667211724,Primary,Female,Single,Sales
238,41,51538.281587867474,Primary,Male,Single,Technical
239,21,35545.85923715585,High school,Female,Widowed,Administrative
240,64,38980.51052073488,High school,Female,Divorced,Technical
241,44,53703.25249741341,PhD,Female,Widowed,Sales
242,62,43007.576013897466,PhD,Female,Widowed,Professional
243,21,41491.02291203735,PhD,Male,Divorced,Professional
244,49,43748.41861845563,High school,Male,Single,Administrative
245,27,52742.033312081345,High school,Male,Divorced,Technical
246,28,37408.73962169889,High school,Female,Widowed,Administrative
247,45,74951.31721456881,Primary,Female,Married,Administrative
248,63,21745.315998199967,Bachelor,Male,Widowed,Administrative
249,25,50586.057607760216,Master,Male,Married,Professional
250,57,47768.227325721884,Master,Male,Divorced,Professional
251,39,44657.366458268356,Primary,Male,Single,Technical
252,51,28979.420095254685,PhD,Male,Divorced,Administrative
253,62,59298.36082068518,Master,Female,Widowed,Service
254,52,24926.54251193289,Bachelor,Male,Married,Sales
255,52,57830.1817896085,Bachelor,Female,Widowed,Administrative
256,42,48458.89563754406,Master,Female,Single,Sales
257,51,41915.0864101116,Primary,Female,Married,Technical
258,23,30824.212552919467,Primary,Male,Married,Professional
259,58,39180.1951375034,Primary,Female,Widowed,Administrative
260,54,14730.332636123509,High school,Male,Single,Technical
261,18,59257.59203156409,PhD,Male,Single,Technical
262,29,52071.41618298402,Bachelor,Male,Single,Service
263,52,57688.12226963471,Primary,Male,Married,Technical
264,23,31983.201877033636,PhD,Female,Widowed,Technical
265,34,41053.775151391914,High school,Male,Married,Service
266,26,58927.029248614104,Master,Male,Divorced,Sales
267,19,53508.60450280662,Bachelor,Female,Married,Administrative
268,35,66509.47123041912,High school,Female,Single,Professional
269,53,56371.037240162856,PhD,Male,Married,Administrative
270,45,55058.644198591035,Master,Female,Single,Administrative
271,58,52084.04705666044,High school,Male,Widowed,Technical
272,54,71089.15569927794,Master,Male,Divorced,Administrative
273,43,42824.698703902555,PhD,Male,Married,Administrative
274,21,40326.22042520247,PhD,Male,Married,Service
275,57,50197.25050718649,Master,Female,Single,Technical
276,53,49437.86004656975,Primary,Female,Divorced,Administrative
277,48,46345.787880178366,Bachelor,Male,Divorced,Administrative
278,47,63191.066248819254,Primary,Male,Divorced,Sales
279,51,55808.95213891124,PhD,Male,Married,Technical
280,36,42436.175401788074,Primary,Male,Widowed,Technical
281,35,82365.5214453496,Primary,Male,Single,Service
282,47,41460.714969739194,Primary,Female,Divorced,Professional
283,38,58834.7957485437,PhD,Male,Single,Professional
284,20,37221.35053392689,Primary,Male,Married,Technical
285,23,41890.68489171858,Master,Male,Divorced,Sales
286,55,44731.12330195652,Bachelor,Female,Single,Sales
287,30,77888.08687142849,Bachelor,Male,Single,Administrative
288,62,51606.91771202896,Master,Female,Married,Technical
289,20,52821.82244625149,Primary,Male,Single,Professional
290,45,28418.339756954694,PhD,Male,Widowed,Professional
291,39,53417.71859090796,High school,Female,Divorced,Administrative
292,57,34547.42239527337,Primary,Female,Widowed,Professional
293,57,39857.05670124708,Master,Male,Married,Administrative
294,29,56659.93365529097,PhD,Male,Single,Sales
295,40,42932.61321528016,Bachelor,Female,Married,Sales
296,48,72701.59805117606,High school,Female,Single,Technical
297,35,69381.06630130389,Bachelor,Male,Married,Administrative
298,24,52775.759817391736,Master,Male,Married,Technical
299,25,51086.524460333865,Bachelor,Male,Divorced,Administrative
300,36,47285.53359958976,Bachelor,Male,Divorced,Technical
301,46,54857.21155556518,PhD,Female,Widowed,Administrative
302,61,57050.66569989467,Master,Female,Single,Administrative
303,37,46185.10683107472,Primary,Female,Single,Technical
304,59,32536.679844447925,High school,Male,Divorced,Sales
305,47,53850.94159546794,High school,Female,Widowed,Professional
306,64,52653.07222949338,Master,Male,Divorced,Professional
307,39,39888.16732358987,Bachelor,Male,Single,Administrative
308,27,49183.96128749535,PhD,Female,Widowed,Service
309,43,37748.610398325094,Master,Male,Widowed,Administrative
310,50,59039.94543087194,Master,Female,Divorced,Administrative
311,45,52357.51039485589,Master,Female,Divorced,Technical
312,27,52772.53869849797,Primary,Female,Single,Sales
313,46,60869.357367112134,PhD,Female,Divorced,Technical
314,61,82874.51204890216,High school,Male,Widowed,Administrative
315,35,50592.9386340734,High school,Male,Divorced,Professional
316,59,58827.95023314926,Master,Male,Married,Administrative
317,18,66293.54776093172,Primary,Male,Widowed,Service
318,40,48599.8226835666,High school,Female,Widowed,Service
319,34,63461.338141745524,High school,Female,Widowed,Administrative
320,60,68819.07363989737,Master,Female,Married,Sales
321,54,50186.25645176721,PhD,Male,Divorced,Administrative
322,48,92626.51016941135,Bachelor,Male,Single,Sales
323,42,23791.249753841676,Master,Male,Married,Sales
324,21,38409.33915891904,PhD,Male,Divorced,Sales
325,26,32526.86977110891,High school,Female,Widowed,Sales
326,45,67233.30025607762,PhD,Male,Single,Technical
327,47,54176.097913745456,Master,Female,Married,Professional
328,64,38767.581076154005,PhD,Female,Widowed,Technical
329,41,61981.42425435237,Master,Male,Divorced,Professional
330,50,45625.99785652703,Master,Female,Married,Service
331,37,89450.8523605332,Master,Female,Divorced,Administrative
332,26,42438.579453251994,High school,Male,Divorced,Professional
333,25,66336.3095884138,Master,Male,Married,Service
334,41,34894.51948807943,Bachelor,Female,Widowed,Administrative
335,31,58084.97906408155,Primary,Male,Married,Technical
336,35,43251.46840229477,Master,Male,Divorced,Professional
337,18,30490.550489303005,Primary,Male,Widowed,Sales
338,29,19249.641822363457,Primary,Female,Divorced,Service
339,46,45721.44448572811,Primary,Male,Married,Administrative
340,54,64728.05953732907,Bachelor,Female,Divorced,Administrative
341,43,50588.08815261894,Bachelor,Female,Widowed,Service
342,50,28757.61890357751,Bachelor,Male,Divorced,Administrative
343,60,71159.32315917464,Primary,Male,Married,Administrative
344,32,56371.323053604545,PhD,Male,Divorced,Technical
345,40,61733.41256890235,Master,Male,Single,Professional
346,46,56706.697845695075,Master,Male,Married,Professional
347,38,88053.71297036309,PhD,Male,Widowed,Professional
348,36,52707.85989072411,Bachelor,Female,Widowed,Sales
349,22,37990.76915028237,High school,Male,Single,Administrative
350,40,66197.29430329478,Bachelor,Male,Divorced,Sales
351,53,17256.98963668674,High school,Male,Widowed,Professional
352,37,54324.652279427544,Bachelor,Female,Married,Professional
353,25,44318.9532916533,Master,Male,Divorced,Sales
354,26,69244.71816243736,Bachelor,Male,Married,Sales
355,31,50695.284067078566,Primary,Male,Married,Professional
356,23,38671.36037665305,High school,Female,Married,Professional
357,18,52087.429593734516,Primary,Female,Married,Service
358,26,30377.43323220219,Primary,Female,Widowed,Administrative
359,33,77711.21029735086,Primary,Male,Divorced,Sales
360,33,46551.50085452654,PhD,Female,Widowed,Technical
361,29,60334.19273776029,PhD,Female,Widowed,Professional
362,22,40561.747234491115,Master,Male,Single,Service
363,57,56594.2716842663,PhD,Female,Single,Administrative
364,46,48745.29668097412,Bachelor,Female,Single,Sales
365,63,78898.31952970936,Primary,Male,Single,Sales
366,44,27923.876881703847,Master,Male,Widowed,Administrative
367,28,43800.4804003191,Primary,Male,Married,Technical
368,64,42365.4974755497,High school,Female,Married,Professional
369,45,31534.249658880133,Primary,Female,Divorced,Administrative
370,53,48071.516056902095,PhD,Male,Single,Administrative
371,59,62804.55465627632,Bachelor,Female,Divorced,Technical
372,36,39083.72474170928,High school,Female,Divorced,Technical
373,52,49810.56332521062,High school,Male,Married,Sales
374,48,56816.17398959353,Bachelor,Female,Single,Professional
375,61,58247.15607638813,High school,Female,Divorced,Service
376,36,42230.35432370974,Bachelor,Female,Single,Professional
377,63,13814.574494510249,Master,Female,Single,Technical
378,41,43295.13054082254,PhD,Male,Married,Service
379,19,81042.13087506221,Master,Female,Widowed,Service
380,24,35908.63522076087,Primary,Female,Married,Service
381,60,34218.137494427705,PhD,Male,Married,Sales
382,48,53055.444588203885,Primary,Female,Married,Professional
383,34,50106.967881425364,Bachelor,Female,Married,Service
384,44,39694.24396936192,Master,Female,Married,Technical
385,53,49766.26993692964,Bachelor,Female,Married,Sales
386,60,47528.82720630869,Primary,Male,Divorced,Professional
387,27,55587.265804823386,Master,Female,Widowed,Administrative
388,62,56626.69573249179,Master,Female,Single,Sales
389,31,33755.59569735578,High school,Female,Divorced,Service
390,24,60435.59879965061,Primary,Male,Widowed,Administrative
391,56,46698.67207360086,PhD,Female,Single,Technical
392,57,40423.599406013134,High school,Male,Married,Administrative
393,26,65675.6842679771,Bachelor,Female,Divorced,Technical
394,31,49586.98639445178,Primary,Male,Married,Administrative
395,25,44600.51735520694,Primary,Female,Married,Technical
396,34,46055.96037878392,Bachelor,Male,Divorced,Administrative
397,40,57931.46626337907,Master,Female,Widowed,Technical
398,33,52743.76594932669,PhD,Male,Single,Professional
399,43,60152.47436109513,PhD,Male,Divorced,Service
400,26,22604.816110767133,PhD,Female,Single,Technical
401,53,66955.70331964389,Master,Male,Widowed,Professional
402,24,48736.55781617165,Bachelor,Female,Married,Professional
403,35,58320.33294141173,Primary,Female,Widowed,Sales
404,25,70960.40970046128,Master,Male,Married,Sales
405,38,70547.7117016227,PhD,Male,Divorced,Sales
406,43,29403.88170528349,Master,Female,Single,Sales
407,20,65226.79640663213,PhD,Male,Divorced,Professional
408,34,53970.79181089066,Master,Female,Divorced,Sales
409,63,65472.838729916824,Bachelor,Female,Married,Administrative
410,41,26323.12064533975,Primary,Male,Widowed,Service
411,42,35138.55123985719,Master,Male,Widowed,Administrative
412,22,53850.89153555373,Master,Female,Widowed,Professional
413,54,36505.582956425744,Bachelor,Female,Widowed,Service
414,62,44198.36889627761,Bachelor,Female,Single,Administrative
415,41,71146.59091936797,Bachelor,Female,Widowed,Administrative
416,48,83449.60868831388,High school,Male,Divorced,Technical
417,43,47155.72354149507,PhD,Male,Divorced,Service
418,38,64286.999396568186,PhD,Male,Single,Service
419,51,52553.14101171275,PhD,Male,Single,Professional
420,55,64098.272197136364,Master,Male,Divorced,Sales
421,41,57982.42857168056,Master,Male,Divorced,Sales
422,45,31418.381228404833,PhD,Male,Widowed,Service
423,47,69341.48062945229,Primary,Female,Married,Professional
424,51,37126.90994141068,Bachelor,Female,Married,Service
425,40,30488.03338108523,PhD,Female,Divorced,Administrative
426,25,67972.80640720049,PhD,Female,Divorced,Technical
427,59,44950.24878024239,Master,Female,Single,Professional
428,27,62629.21179086155,High school,Female,Married,Technical
429,18,58150.58373498135,Bachelor,Male,Single,Technical
430,37,35555.18599420045,High school,Male,Single,Sales
431,54,25985.670842608528,Master,Female,Widowed,Sales
432,35,76360.05953424728,Master,Male,Divorced,Service
433,38,60403.92963495522,Master,Female,Single,Technical
434,21,71982.20555868273,Primary,Female,Divorced,Professional
435,60,47303.92390196456,PhD,Female,Single,Sales
436,19,68656.3693841103,Primary,Male,Divorced,Technical
437,38,75688.54381235661,Bachelor,Male,Divorced,Professional
438,54,46264.93254887087,PhD,Female,Divorced,Service
439,22,45970.39458711959,PhD,Female,Single,Service
440,34,51395.572179431234,High school,Female,Widowed,Service
441,28,49436.57247120076,Master,Female,Widowed,Technical
442,63,10099.671234275476,High school,Male,Single,Administrative
443,58,35736.30749462351,High school,Female,Married,Technical
444,48,54209.59045463367,Primary,Male,Married,Administrative
445,45,54405.2103680954,PhD,Male,Single,Administrative
446,61,53850.970089670234,High school,Female,Married,Technical
447,49,45478.614420040045,PhD,Female,Married,Sales
448,38,19500.69342795974,Primary,Female,Widowed,Technical
449,24,51845.64806006892,Bachelor,Female,Single,Technical
450,27,53205.90632273993,Primary,Female,Divorced,Administrative
451,45,36386.964198905865,Primary,Female,Widowed,Administrative
452,53,55290.38409769903,PhD,Male,Widowed,Sales
453,37,53845.370332347884,High school,Female,Widowed,Sales
454,30,41888.3536059384,Master,Male,Single,Technical
455,36,48144.8969166078,Primary,Female,Single,Sales
456,28,62555.366444645064,Master,Female,Widowed,Service
457,52,54396.30915548025,Primary,Male,Divorced,Technical
458,51,36029.49261019111,Master,Female,Divorced,Sales
459,61,73507.4110599274,Master,Male,Married,Administrative
460,21,67423.26101967433,Primary,Female,Single,Administrative
461,30,37748.580530096835,Bachelor,Female,Divorced,Professional
462,54,39226.854320517385,Primary,Male,Widowed,Professional
463,19,40499.35956366243,High school,Female,Married,Sales
464,18,58784.59067650467,Bachelor,Female,Single,Administrative
465,57,60171.32851798361,Bachelor,Male,Divorced,Professional
466,42,58835.47133209428,Bachelor,Male,Single,Technical
467,54,60685.39000990756,Primary,Male,Married,Sales
468,53,30726.56628347511,Primary,Female,Married,Professional
469,23,41586.04540587986,Master,Female,Divorced,Service
470,24,21328.75053480679,PhD,Male,Married,Technical
471,21,62568.37277492193,Master,Female,Widowed,Professional
472,52,65235.760988796246,Primary,Female,Single,Service
473,58,66429.70160127012,Master,Male,Divorced,Service
474,51,43998.73768587163,Primary,Female,Single,Administrative
475,46,55015.36216770318,Master,Male,Widowed,Sales
476,22,55794.81475844692,High school,Male,Married,Administrative
477,44,72750.02759563201,PhD,Female,Divorced,Service
478,50,21312.96899765385,Bachelor,Female,Married,Administrative
479,63,61136.305538102286,Primary,Female,Single,Technical
480,27,44926.43798585128,Master,Male,Married,Service
481,23,44735.27303599916,Primary,Female,Married,Sales
482,51,59455.65555420607,Primary,Male,Widowed,Professional
483,25,56466.238641458935,Master,Female,Widowed,Service
484,48,37254.41926252924,PhD,Female,Widowed,Administrative
485,26,57832.06839566392,Master,Male,Single,Technical
486,38,56069.09313316591,PhD,Female,Divorced,Administrative
487,25,74753.83671334118,Bachelor,Male,Widowed,Sales
488,21,53738.31250722131,PhD,Male,Married,Technical
489,39,61762.37759939018,High school,Female,Widowed,Professional
490,45,27763.69958688029,High school,Male,Single,Technical
491,62,43181.81488880232,Bachelor,Male,Single,Sales
492,21,35415.89246760243,High school,Male,Single,Service
493,56,49235.97829329401,High school,Male,Divorced,Professional
494,38,75611.80235954518,Primary,Female,Widowed,Service
495,25,24118.724324076822,Primary,Female,Divorced,Service
496,37,45364.974511574575,Master,Female,Widowed,Professional
497,49,49319.31186529968,PhD,Female,Widowed,Sales
498,18,42412.71676500945,Bachelor,Male,Single,Professional
499,23,70807.396464414,PhD,Male,Divorced,Technical
500,45,66811.57210600647,PhD,Male,Single,Professional
501,61,65186.40656014501,High school,Male,Divorced,Administrative
502,48,45443.89564965883,PhD,Female,Married,Administrative
503,27,48418.86769287152,High school,Female,Divorced,Professional
504,37,57856.52539901107,PhD,Female,Married,Technical
505,25,52144.61497513891,PhD,Male,Widowed,Service
506,39,37718.78003424226,Bachelor,Female,Widowed,Administrative
507,55,61187.46000868648,Master,Female,Married,Sales
508,46,18344.49452052251,Bachelor,Male,Single,Service
509,26,66092.35301876026,Primary,Female,Married,Technical
510,61,75969.27069166041,Bachelor,Female,Single,Technical
511,64,55389.57238221677,High school,Female,Single,Administrative
512,18,63148.74417709231,Primary,Male,Widowed,Service
513,58,49576.41074967073,High school,Female,Widowed,Technical
514,56,34438.96332899295,Master,Female,Married,Sales
515,43,70242.95944652005,Master,Female,Widowed,Sales
